Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
0.39,74.85,4.68,0.12,0.41,5611.00,4302.40,3854.44,3567.00,711.30,21512.00,22.00,50.75,4.76,54.81,0.63,0.01
5.48,74.62,6.29,0.14,0.89,11959.00,5908.54,5310.74,3737.00,1763.61,413598.00,216.00,51.04,6.80,54.01,0.47,0.39
0.17,74.95,8.38,0.32,0.46,3785.00,3698.50,3665.39,3608.00,67.20,14794.00,18.00,51.71,8.51,53.59,0.63,0.00
0.29,75.80,8.10,0.25,0.44,5327.00,4543.00,4108.00,4108.00,555.48,13629.00,14.00,52.21,8.24,54.33,0.65,0.01
0.31,75.78,8.32,0.25,0.44,8060.00,5616.67,4228.00,4228.00,1733.07,16850.00,14.00,51.87,8.43,54.60,0.72,0.01
0.37,75.49,10.25,0.20,0.61,5352.00,4315.60,3583.93,3577.00,715.20,21578.00,22.00,51.66,10.45,54.05,0.63,0.01
0.32,75.91,10.49,0.16,0.84,7821.00,4802.00,3739.73,3625.00,1748.72,19208.00,18.00,51.89,10.66,54.36,0.73,0.01
0.53,76.09,10.59,0.13,0.47,7187.00,5249.60,4318.13,4075.00,1146.40,26248.00,22.00,51.66,10.75,54.82,0.67,0.02
0.41,80.23,18.57,0.12,0.93,7929.00,6344.00,4203.00,4203.00,1571.12,19032.00,14.00,55.86,18.67,54.47,0.62,0.01
0.92,74.70,2.80,0.60,0.25,8466.00,5082.67,4835.00,3887.00,1237.57,60992.00,44.00,50.74,3.11,54.74,0.70,0.05
0.14,75.56,9.24,0.25,0.44,4462.00,3909.67,3466.00,3466.00,413.81,11729.00,14.00,52.32,9.30,53.71,0.63,0.00
0.63,75.93,9.30,0.13,0.50,8348.00,5343.67,4792.88,4285.00,1362.26,32062.00,26.00,52.09,9.48,54.42,0.66,0.03
0.78,76.27,9.02,0.20,0.62,7495.00,5062.13,4512.83,3789.00,1273.02,40497.00,32.00,52.08,9.30,54.93,0.60,0.03
0.27,76.54,9.30,0.71,0.16,5480.00,4239.20,3808.75,3570.00,661.75,21196.00,22.00,51.71,9.46,55.63,0.80,0.01
0.19,77.13,9.24,0.03,0.98,4424.00,4264.67,3997.00,3997.00,190.41,12794.00,14.00,51.91,9.30,56.28,0.52,0.00
0.31,75.93,11.73,0.16,0.84,4829.00,4418.50,4078.19,4018.00,371.73,17674.00,18.00,52.38,11.83,53.68,0.73,0.01
0.14,76.47,12.03,0.03,0.98,4314.00,4033.33,3507.00,3507.00,372.45,12100.00,14.00,52.50,12.08,54.28,0.50,0.00
0.45,76.67,12.16,0.23,0.37,7238.00,4607.67,4175.86,3451.00,1250.05,27646.00,26.00,52.22,12.28,54.79,0.74,0.02
0.24,78.83,15.38,0.25,0.44,5504.00,4511.33,3858.00,3858.00,713.53,13534.00,14.00,54.77,15.46,54.56,0.69,0.01
0.62,78.69,15.42,0.55,0.30,6066.00,4631.88,4297.61,3879.00,687.60,37055.00,34.00,54.32,15.64,54.74,0.68,0.03
0.89,75.37,6.71,0.25,0.74,10110.00,6362.80,5593.89,4057.00,1812.65,63628.00,36.00,50.94,6.89,55.12,0.77,0.05
0.33,76.68,9.37,0.00,1.92,7308.00,5979.67,4823.00,4823.00,1021.73,17939.00,14.00,52.19,9.61,55.34,0.77,0.01
0.75,76.63,9.98,0.09,0.74,6644.00,5063.50,4577.75,3860.00,960.87,40508.00,32.00,52.27,10.17,55.10,0.63,0.03
0.21,76.56,10.66,0.22,0.61,4558.00,4320.25,4367.82,3809.00,304.61,17281.00,18.00,52.71,10.89,54.45,0.82,0.01
0.54,77.24,10.68,0.21,0.72,7806.00,5621.67,3953.99,3680.00,1822.67,33730.00,26.00,52.63,10.89,55.47,0.71,0.02
0.18,77.33,11.58,0.25,0.44,5052.00,4369.33,3759.00,3759.00,530.34,13108.00,14.00,52.98,11.65,55.11,0.75,0.00
0.26,77.11,11.84,0.39,0.47,6145.00,4866.67,3815.00,3815.00,964.63,14600.00,14.00,52.34,11.98,55.34,0.78,0.01
0.27,78.13,14.81,0.25,0.44,5473.00,4854.33,3630.00,3630.00,865.75,14563.00,14.00,54.11,14.99,54.33,0.66,0.01
0.21,78.55,15.23,0.25,0.44,5837.00,4678.33,3874.00,3874.00,839.65,14035.00,14.00,53.99,15.30,54.97,0.66,0.01
0.89,79.24,15.26,0.51,0.33,5518.00,4449.25,4160.37,3839.00,573.08,53391.00,48.00,54.41,15.52,55.48,0.58,0.03
0.27,78.96,14.91,0.12,0.93,5962.00,5267.00,4898.00,4898.00,491.75,15801.00,14.00,53.96,15.01,55.65,0.75,0.01
0.17,79.26,15.43,0.36,0.29,4063.00,3695.00,3599.42,3400.00,240.81,14780.00,16.00,53.80,15.52,56.09,0.57,0.00
0.05,79.88,15.29,0.00,1.92,3664.00,3627.00,3569.00,3569.00,41.53,10881.00,14.00,54.29,15.31,56.56,0.41,0.00
5.39,80.09,17.12,0.15,0.79,11978.00,5644.88,5191.38,3744.00,1664.62,406431.00,214.00,55.34,17.56,55.18,0.50,0.41
0.22,79.70,16.68,0.25,0.44,5285.00,4676.33,4234.00,4234.00,444.90,14029.00,14.00,54.99,16.81,55.19,0.71,0.01
0.24,80.36,16.97,0.25,0.44,6447.00,5200.00,4063.00,4063.00,976.37,15600.00,14.00,55.13,17.13,55.91,0.74,0.01
0.36,76.93,10.30,0.32,0.46,5450.00,4911.50,4860.97,3986.00,578.69,19646.00,18.00,51.83,10.46,55.87,0.77,0.01
0.33,79.64,14.31,0.32,0.46,6276.00,4617.50,4142.12,3585.00,1007.67,18470.00,18.00,54.57,14.48,56.17,0.74,0.01
0.83,120.54,6.27,0.53,0.33,7737.00,5756.56,4970.98,3930.00,1267.32,51809.00,38.00,107.79,6.50,53.56,0.70,0.04
0.15,121.18,6.27,0.39,0.47,5369.00,4767.67,4442.00,4442.00,425.70,14303.00,14.00,108.21,6.48,54.15,0.79,0.00
0.58,122.95,8.91,0.08,0.87,6913.00,5619.40,4792.70,4776.00,992.89,28097.00,22.00,109.72,9.09,54.71,0.66,0.02
0.26,122.77,8.93,0.25,0.44,5101.00,4559.00,4173.00,4173.00,394.59,13677.00,14.00,109.47,9.09,54.84,0.62,0.01
0.22,124.65,17.99,0.25,0.44,5214.00,4662.00,4322.00,4322.00,393.80,13986.00,14.00,110.41,18.08,54.97,0.74,0.01
0.22,120.80,6.58,0.25,0.44,6849.00,5166.00,4304.00,4304.00,1190.18,15498.00,14.00,107.65,6.67,54.39,0.72,0.01
0.18,120.77,6.17,0.39,0.47,5606.00,5119.33,4343.00,4343.00,554.81,15358.00,14.00,107.61,6.29,54.45,0.80,0.00
0.61,121.17,8.79,0.10,0.73,6842.00,4441.75,4017.41,3938.00,921.91,35534.00,32.00,108.04,8.96,54.12,0.57,0.02
0.19,121.10,3.35,0.12,0.93,6637.00,4992.67,3602.00,3602.00,1251.95,14978.00,14.00,107.96,3.45,54.75,0.80,0.01
0.30,121.68,3.50,0.25,0.44,5473.00,4958.00,4415.00,4415.00,432.38,14874.00,14.00,108.06,3.60,55.84,0.66,0.01
0.09,121.61,3.62,0.00,1.92,4666.00,4475.00,4263.00,4263.00,165.20,13425.00,14.00,107.75,3.71,56.26,0.57,0.00
0.34,121.17,5.83,0.39,0.47,8082.00,6262.67,4805.00,4805.00,1362.05,18788.00,14.00,107.94,5.99,54.74,0.77,0.01
0.29,121.26,7.17,0.22,0.61,6380.00,5473.75,5227.81,4227.00,832.64,21895.00,18.00,107.95,7.39,54.75,0.76,0.01
0.28,121.72,7.26,0.25,0.44,6788.00,5535.33,4512.00,4512.00,943.22,16606.00,14.00,107.66,7.37,56.32,0.76,0.01
0.23,120.94,9.31,0.25,0.44,6246.00,4892.67,4015.00,4015.00,970.92,14678.00,14.00,107.60,9.43,54.41,0.75,0.01
0.47,124.69,17.39,0.51,0.19,6067.00,4697.67,4148.96,4038.00,819.74,28186.00,26.00,110.62,17.63,54.77,0.66,0.02
0.24,120.43,4.85,0.16,0.40,5312.00,4718.50,4433.70,4347.00,378.72,18874.00,18.00,107.48,4.91,54.10,0.62,0.01
5.08,120.53,4.79,0.29,0.45,9772.00,6113.72,5831.71,4199.00,1385.17,409619.00,212.00,107.10,5.20,55.05,0.48,0.35
0.22,121.14,4.74,0.25,0.44,5728.00,4775.67,4171.00,4171.00,681.53,14327.00,14.00,107.98,4.87,54.70,0.71,0.01
0.75,121.25,4.67,0.73,0.16,7543.00,5850.67,5623.05,4222.00,977.37,52656.00,36.00,107.82,4.93,55.24,0.71,0.04
0.41,120.21,4.87,0.35,0.52,6103.00,5114.80,4602.65,4274.00,725.43,25574.00,22.00,106.55,5.09,55.43,0.70,0.01
0.29,120.59,5.82,0.10,0.57,5954.00,4819.50,4321.77,4046.00,733.19,19278.00,18.00,106.83,6.00,55.62,0.68,0.01
0.25,120.90,6.20,0.25,0.44,5682.00,5185.67,4468.00,4468.00,519.74,15557.00,14.00,107.85,6.34,54.27,0.73,0.01
3.70,121.40,6.31,0.16,0.77,10030.00,6529.02,5946.81,4318.00,1709.84,332980.00,152.00,107.74,6.64,55.56,0.57,0.28
0.22,121.92,6.15,0.39,0.38,4985.00,4845.25,4856.70,4663.00,116.00,19381.00,18.00,108.11,6.33,56.02,0.73,0.01
0.36,121.75,5.98,0.16,0.40,7704.00,5317.00,4623.43,4199.00,1392.79,21268.00,18.00,107.48,6.08,56.87,0.68,0.01
0.32,122.97,7.74,0.25,0.44,7209.00,5583.33,4766.00,4766.00,1149.53,16750.00,14.00,109.45,7.87,55.50,0.71,0.01
1.52,121.73,8.74,0.12,0.76,7321.00,5393.87,5234.47,4418.00,745.77,80908.00,58.00,108.22,8.99,55.02,0.54,0.07
0.74,122.33,9.09,0.21,0.52,5933.00,4900.33,4505.92,4185.00,597.05,44103.00,36.00,108.62,9.27,55.52,0.55,0.02
0.70,121.78,8.28,0.46,0.28,8295.00,5492.25,4931.64,4662.00,1118.65,43938.00,32.00,108.10,8.60,55.42,0.67,0.03
0.18,122.28,8.11,0.39,0.38,4905.00,4350.25,4152.92,4144.00,320.93,17401.00,18.00,108.40,8.19,56.00,0.70,0.00
0.24,122.43,8.65,0.22,0.61,5627.00,4785.00,4666.00,4136.00,536.10,19140.00,18.00,108.38,8.84,56.25,0.70,0.01
0.48,124.38,16.16,0.26,0.40,6175.00,4706.83,3979.04,3852.00,871.18,28241.00,26.00,110.47,16.31,54.77,0.63,0.02
0.27,124.45,15.87,0.32,0.46,5574.00,4578.25,4161.80,4055.00,600.36,18313.00,18.00,110.55,16.01,54.86,0.72,0.01
0.42,124.36,15.60,0.36,0.29,7554.00,5912.50,5698.20,4300.00,1158.45,23650.00,16.00,110.34,15.80,55.14,0.72,0.02
0.49,122.75,6.77,0.44,0.37,6402.00,4952.33,4374.73,4043.00,884.65,29714.00,24.00,109.32,6.94,55.39,0.66,0.02
0.56,122.01,7.14,0.39,0.24,7489.00,5996.00,5685.60,4691.00,969.25,35976.00,26.00,108.48,7.36,55.35,0.69,0.02
1.15,122.43,11.50,0.54,0.30,8111.00,5439.23,4792.25,3863.00,1288.01,70710.00,48.00,108.57,11.84,55.33,0.64,0.06
0.39,125.40,18.04,0.13,0.60,5009.00,4559.67,4561.88,3987.00,364.43,27358.00,26.00,110.85,18.24,55.73,0.65,0.01
5.67,120.67,3.09,0.20,0.61,13274.00,7419.94,6452.30,3885.00,2448.40,571335.00,218.00,107.01,3.48,55.66,0.52,0.48
0.41,121.15,3.47,0.39,0.38,8689.00,6364.50,5636.34,5335.00,1352.15,25458.00,18.00,107.58,3.68,55.59,0.75,0.02
0.49,120.99,3.51,0.14,0.56,9537.00,5647.67,4809.06,4753.00,1743.54,33886.00,26.00,106.69,3.72,56.92,0.73,0.02
0.30,121.50,8.90,0.80,0.13,6034.00,5349.00,5243.15,4388.00,621.31,21396.00,16.00,107.93,9.08,55.05,0.86,0.01
0.35,121.66,9.63,0.25,0.44,6110.00,5714.33,5255.00,5255.00,351.94,17143.00,14.00,107.95,9.74,55.25,0.73,0.01
0.52,121.76,9.04,0.21,0.42,6517.00,5684.60,5313.36,4878.00,554.80,28423.00,22.00,107.88,9.26,55.70,0.74,0.02
1.23,122.19,9.60,0.09,0.53,7037.00,5179.38,4824.69,3959.00,1080.76,67332.00,52.00,108.08,9.82,56.15,0.53,0.05
0.26,122.07,9.27,0.39,0.47,6886.00,5646.33,4778.00,4778.00,899.75,16939.00,14.00,108.07,9.41,55.96,0.84,0.01
0.26,122.27,9.02,0.25,0.44,6481.00,5427.67,4632.00,4632.00,776.53,16283.00,14.00,108.05,9.15,56.50,0.75,0.01
0.41,122.00,9.65,0.36,0.29,7033.00,5792.00,5874.53,4287.00,980.40,23168.00,16.00,107.77,9.74,56.35,0.70,0.01
0.32,122.54,13.44,0.25,0.44,5997.00,5249.67,4520.00,4520.00,603.11,15749.00,14.00,108.30,13.61,55.71,0.70,0.01
0.36,122.36,13.59,0.25,0.44,6812.00,5908.67,4209.00,4209.00,1202.64,17726.00,14.00,108.02,13.69,55.84,0.68,0.01
0.28,124.57,14.19,0.39,0.47,6602.00,5567.67,4693.00,4693.00,787.48,16703.00,14.00,110.52,14.37,55.65,0.81,0.01
2.10,124.33,14.74,0.15,0.76,9665.00,5779.90,5371.25,4169.00,1291.17,115598.00,76.00,109.99,14.99,55.98,0.47,0.09
0.18,125.38,15.34,0.00,1.92,5891.00,4927.67,4121.00,4121.00,731.04,14783.00,14.00,110.98,15.45,56.25,0.65,0.00
1.28,120.22,1.64,0.47,0.32,5873.00,4590.40,4463.30,3699.00,614.39,68856.00,54.00,106.36,2.03,56.01,0.61,0.06
0.12,120.68,2.07,0.39,0.47,4451.00,4237.00,3824.00,3824.00,292.10,12711.00,14.00,106.59,2.18,56.55,0.78,0.00
0.47,121.29,4.84,0.39,0.38,7886.00,7020.00,6974.98,6092.00,637.01,28080.00,18.00,107.53,5.03,55.90,0.78,0.02
0.14,120.91,7.23,0.25,0.44,4802.00,4311.67,4046.00,4046.00,347.12,12935.00,14.00,106.97,7.35,55.88,0.68,0.00
0.38,121.36,7.60,0.10,0.57,6877.00,5407.75,4963.41,3796.00,1150.76,21631.00,18.00,107.15,7.69,56.46,0.72,0.01
0.24,121.54,11.43,0.32,0.46,4657.00,4102.00,3878.94,3813.00,332.44,16408.00,18.00,107.49,11.52,55.56,0.70,0.01
0.70,121.96,10.84,0.38,0.32,11120.00,5948.86,4257.50,3920.00,2417.85,41642.00,28.00,107.87,11.14,55.80,0.67,0.03
0.08,122.49,11.19,0.25,0.44,3996.00,3914.00,3791.00,3791.00,88.57,11742.00,14.00,108.33,11.20,56.06,0.43,0.00
0.13,122.71,10.88,0.25,0.44,4367.00,4095.00,3862.00,3862.00,208.00,12285.00,14.00,108.43,11.01,56.39,0.63,0.00
0.18,122.38,10.82,0.39,0.47,6856.00,4969.00,3848.00,3848.00,1342.16,14907.00,14.00,107.97,10.97,56.55,0.83,0.01
0.27,122.42,12.46,0.25,0.44,5236.00,5047.00,4690.00,4690.00,252.59,15141.00,14.00,108.42,12.62,55.44,0.77,0.01
0.43,123.42,12.57,0.71,0.16,7516.00,5117.00,4468.66,3970.00,1238.31,25585.00,22.00,108.87,12.71,56.74,0.71,0.02
0.93,124.33,14.05,0.48,0.36,8536.00,5784.73,5307.77,4254.00,1245.98,63632.00,42.00,110.08,14.31,56.01,0.71,0.05
0.20,124.78,16.82,0.25,0.44,6752.00,4971.33,4040.00,4040.00,1259.57,14914.00,14.00,110.67,16.91,55.10,0.74,0.01
0.31,124.65,15.87,0.16,0.84,5479.00,4760.00,4459.52,4387.00,432.06,19040.00,18.00,110.30,15.99,55.81,0.75,0.01
0.29,124.96,16.12,0.39,0.47,5839.00,5746.00,5690.00,5690.00,66.22,17238.00,14.00,110.54,16.28,55.95,0.86,0.01
0.21,125.02,15.80,0.16,0.84,5481.00,4677.75,4380.13,4234.00,483.01,18711.00,18.00,110.45,15.92,56.37,0.69,0.01
0.18,126.10,16.08,0.03,0.98,4194.00,3916.33,3748.00,3748.00,197.81,11749.00,14.00,111.36,16.16,56.90,0.52,0.00
0.30,125.17,16.39,0.25,0.44,6149.00,5698.00,4907.00,4907.00,561.15,17094.00,14.00,110.26,16.47,56.91,0.73,0.01
0.17,125.50,16.32,0.25,0.44,5365.00,4453.00,3954.00,3954.00,645.84,13359.00,14.00,110.48,16.42,57.22,0.70,0.00
0.51,120.89,4.07,0.33,0.43,8827.00,6931.60,5187.91,4514.00,1773.20,34658.00,22.00,106.88,4.22,56.33,0.67,0.02
0.60,122.98,6.59,0.62,0.23,7950.00,5541.50,5208.11,4275.00,1140.56,33249.00,26.00,109.05,6.79,56.45,0.64,0.02
0.93,121.03,3.19,0.58,0.28,11104.00,6515.20,6110.52,4268.00,1874.40,65152.00,36.00,106.89,3.43,56.67,0.66,0.05
0.24,120.91,4.55,0.39,0.47,5809.00,5443.67,4852.00,4852.00,422.20,16331.00,14.00,106.77,4.70,56.54,0.75,0.01
0.15,122.98,6.64,0.00,1.92,4642.00,4401.00,4280.00,4280.00,170.42,13203.00,14.00,109.31,6.83,55.94,0.58,0.00
0.26,122.81,7.11,0.00,1.98,5517.00,4884.33,4558.00,4558.00,447.43,14653.00,14.00,108.71,7.23,56.66,0.56,0.01
0.31,123.12,6.44,0.16,0.40,5252.00,4712.75,4326.25,4194.00,458.42,18851.00,18.00,108.99,6.51,56.89,0.61,0.01
0.39,122.04,9.23,0.54,0.32,5577.00,5024.20,4562.79,4386.00,492.50,25121.00,22.00,107.71,9.41,56.60,0.79,0.02
0.44,122.39,9.48,0.44,0.21,7165.00,5583.50,5242.52,4561.00,962.85,22334.00,18.00,108.08,9.60,56.61,0.70,0.02
0.11,124.66,17.17,0.03,0.98,4224.00,4112.33,4036.00,4036.00,80.71,12337.00,14.00,110.33,17.21,55.40,0.46,0.00
0.30,125.33,17.58,0.25,0.44,5739.00,5065.67,4563.00,4563.00,495.04,15197.00,14.00,110.68,17.66,56.08,0.67,0.01
0.80,125.49,17.42,0.69,0.04,7086.00,5160.56,4743.29,4444.00,781.72,46445.00,38.00,110.49,17.74,56.78,0.55,0.03
0.21,125.72,17.59,0.25,0.44,5120.00,4758.00,4561.00,4561.00,256.31,14274.00,14.00,110.81,17.65,56.72,0.69,0.01
0.38,125.67,18.09,0.25,0.44,7587.00,6498.67,5594.00,5594.00,823.94,19496.00,14.00,110.67,18.22,56.68,0.73,0.01
0.24,126.03,18.03,0.39,0.47,5341.00,5117.33,4908.00,4908.00,177.06,15352.00,14.00,110.85,18.18,57.14,0.79,0.01
0.32,120.77,5.11,0.32,0.46,5887.00,4958.25,4354.71,3992.00,799.73,19833.00,18.00,106.43,5.26,56.83,0.74,0.01
0.47,121.14,4.99,0.32,0.46,6576.00,5874.50,5664.94,5544.00,409.66,23498.00,18.00,106.79,5.15,56.95,0.74,0.02
1.08,123.17,13.45,0.44,0.38,7825.00,5444.50,4991.07,3772.00,1281.85,65334.00,50.00,108.43,13.66,56.81,0.52,0.04
0.73,124.52,13.78,0.24,0.37,6363.00,5052.00,4412.49,4192.00,768.91,45468.00,38.00,110.15,13.99,56.36,0.58,0.03
0.31,124.74,14.30,0.25,0.44,6706.00,5912.67,5257.00,5257.00,599.51,17738.00,14.00,110.20,14.51,56.63,0.73,0.01
0.50,124.62,14.31,0.23,0.37,8512.00,6942.50,6969.62,4787.00,1362.18,27770.00,18.00,109.90,14.43,56.97,0.74,0.02
0.22,124.80,13.95,0.00,1.92,5658.00,5209.67,4460.00,4460.00,533.48,15629.00,14.00,110.04,14.15,57.16,0.69,0.01
2.46,124.52,14.57,0.22,0.58,10222.00,6058.64,5647.36,4453.00,1566.91,133290.00,90.00,109.87,15.04,56.63,0.44,0.11
0.23,124.98,15.36,0.72,0.12,4586.00,4319.00,4152.82,3963.00,268.76,17276.00,18.00,109.93,15.44,57.41,0.62,0.01
0.06,124.90,15.43,0.39,0.47,3957.00,3783.67,3569.00,3569.00,161.07,11351.00,14.00,109.65,15.54,57.75,0.73,0.00
0.30,121.35,4.11,0.12,0.93,5656.00,5180.00,4429.00,4429.00,537.34,15540.00,14.00,106.96,4.32,57.14,0.52,0.01
0.52,125.01,14.63,0.13,0.47,7152.00,5850.20,5131.79,4979.00,787.33,29251.00,22.00,109.97,14.83,57.57,0.68,0.02
0.13,124.74,14.22,0.25,0.44,4350.00,4075.67,3783.00,3783.00,231.84,12227.00,14.00,109.53,14.27,57.96,0.65,0.00
0.93,125.32,16.87,0.07,0.38,6493.00,4874.64,4538.23,3873.00,772.92,53621.00,44.00,110.22,17.15,57.10,0.53,0.03
0.34,125.35,17.39,0.10,0.57,5941.00,4916.75,4748.52,4102.00,660.03,19667.00,18.00,110.18,17.58,57.11,0.58,0.01
0.14,125.09,17.59,0.25,0.44,4969.00,4342.00,3835.00,3835.00,470.67,13026.00,14.00,109.89,17.71,57.07,0.67,0.00
0.21,125.30,17.25,0.25,0.44,5919.00,4734.33,4084.00,4084.00,839.02,14203.00,14.00,110.02,17.35,57.41,0.76,0.01
0.14,126.45,18.17,0.39,0.47,4805.00,4371.33,3990.00,3990.00,334.77,13114.00,14.00,111.00,18.27,57.75,0.76,0.00
0.09,80.10,19.07,0.39,0.47,4339.00,3915.00,3625.00,3625.00,306.50,11745.00,14.00,55.83,19.15,54.15,0.82,0.00
0.31,80.36,18.87,0.25,0.44,6310.00,5286.67,3873.00,3873.00,1032.48,15860.00,14.00,55.80,18.97,54.64,0.69,0.01
0.37,80.65,21.24,0.36,0.29,5767.00,4712.25,4597.86,3717.00,727.63,18849.00,16.00,55.71,21.38,54.25,0.73,0.01
1.01,81.36,21.14,0.32,0.24,5539.00,4370.00,4107.97,3548.00,686.30,52440.00,48.00,55.93,21.45,55.06,0.51,0.03
0.29,81.64,21.67,0.32,0.46,4875.00,4252.00,4015.28,3973.00,365.06,17008.00,18.00,55.95,21.79,55.31,0.71,0.01
0.45,80.60,18.61,0.52,0.34,5030.00,4379.17,4225.11,3692.00,454.71,26275.00,24.00,55.79,18.78,55.06,0.78,0.02
0.26,80.75,18.74,0.25,0.44,5875.00,4723.67,3629.00,3629.00,917.80,14171.00,14.00,55.58,18.90,55.45,0.69,0.01
0.38,81.04,18.72,0.27,0.00,7509.00,6258.00,4309.00,4309.00,1396.52,18774.00,14.00,55.94,18.82,55.53,0.71,0.01
0.50,81.80,21.97,0.20,0.61,7074.00,5269.80,4423.50,4338.00,984.07,26349.00,22.00,56.45,22.16,54.89,0.71,0.02
1.46,84.44,25.00,0.52,0.33,12206.00,6772.11,5450.09,3728.00,2758.17,121898.00,54.00,58.14,25.27,55.78,0.72,0.10
0.96,85.62,26.46,0.12,0.56,7100.00,4960.70,4288.14,3798.00,1284.86,49607.00,42.00,58.38,26.73,56.64,0.54,0.04
6.36,85.20,24.70,0.31,0.42,16271.00,7049.00,6443.35,4117.00,2314.03,627361.00,252.00,58.14,25.32,56.90,0.49,0.52
0.33,85.43,24.61,0.39,0.38,5467.00,4954.75,4787.19,4250.00,477.98,19819.00,18.00,58.45,24.79,57.15,0.78,0.01
0.80,85.68,24.86,0.10,0.35,7679.00,6168.14,5612.20,4819.00,902.84,43177.00,26.00,57.98,24.97,57.92,0.65,0.04
0.29,86.11,25.65,0.80,0.13,5846.00,4925.75,4701.82,4049.00,650.94,19703.00,16.00,57.85,25.77,58.34,0.80,0.01
1.20,92.25,35.77,0.38,0.49,6950.00,4954.73,4592.16,3886.00,963.71,74321.00,54.00,62.23,36.29,57.62,0.64,0.06
0.31,127.03,19.47,0.47,0.32,5958.00,4744.75,4052.14,3908.00,827.95,18979.00,18.00,112.36,19.57,55.94,0.79,0.01
0.43,125.61,18.86,0.70,0.18,8848.00,5781.60,5115.58,4298.00,1578.80,28908.00,22.00,110.67,18.99,56.30,0.76,0.02
0.70,125.67,18.99,0.11,0.67,6924.00,4928.75,4517.98,3934.00,959.95,39430.00,32.00,110.46,19.17,56.78,0.56,0.02
0.35,125.99,18.82,0.27,0.00,6329.00,6084.00,5831.00,5831.00,203.39,18252.00,14.00,110.87,18.96,56.76,0.76,0.01
0.40,126.26,19.04,0.60,0.23,5679.00,4829.00,4539.45,3973.00,565.47,24145.00,22.00,110.98,19.14,57.08,0.66,0.01
1.20,127.61,19.28,0.50,0.31,8285.00,5204.08,4380.43,3995.00,1462.29,62449.00,50.00,112.39,19.64,57.15,0.55,0.05
0.10,127.48,19.37,0.25,0.44,4307.00,4085.33,3803.00,3803.00,210.18,12256.00,14.00,112.10,19.47,57.50,0.60,0.00
0.17,127.42,20.28,0.27,0.00,4991.00,4382.33,3962.00,3962.00,440.69,13147.00,14.00,111.81,20.40,57.60,0.65,0.00
0.19,127.58,20.65,0.00,1.92,5288.00,4505.00,3838.00,3838.00,597.62,13515.00,14.00,111.70,20.72,58.05,0.56,0.00
0.16,127.89,20.50,0.39,0.47,5639.00,4675.00,3657.00,3657.00,810.05,14025.00,14.00,111.92,20.63,58.35,0.84,0.00
0.80,128.82,25.31,0.57,0.28,7836.00,6234.14,5426.92,5095.00,1059.40,43639.00,30.00,112.58,25.52,57.19,0.62,0.03
0.41,127.43,19.29,0.10,0.57,6686.00,4898.25,4357.34,4160.00,1035.89,19593.00,18.00,112.54,19.45,56.53,0.60,0.01
0.58,128.45,21.43,0.34,0.39,6893.00,5024.14,4161.13,3917.00,1082.27,35169.00,30.00,113.32,21.58,56.50,0.72,0.02
